Receiver time, Accel X,Y,Z, Gyro X,Y,Z, Quaternion W,X,Y,Z, dt(or)index
1418450561316,-569,-534,-1743,-1,1,-1,-219865384,-607748936,856997500,27878909,25478
1418450561316,-571,-535,-1742,0,1,0,-219873161,-607746927,856997009,27876486,25483
1418450561318,-568,-526,-1726,1,3,1,-219880347,-607743833,856997660,27867256,25488
1418450561318,-573,-532,-1732,2,4,0,-219888054,-607743603,856996271,27854144,25493
1418450561321,-575,-520,-1736,5,4,-1,-219891374,-607747365,856993374,27834972,25499
1418450561321,-574,-528,-1739,7,5,0,-219893041,-607749993,856991968,27807696,25504
1418450561353,-574,-524,-1744,8,5,0,-219893357,-607753300,856990473,27778986,25509
1418450561353,-572,-527,-1741,8,8,-1,-219899950,-607759117,856985738,27745595,25514
1418450561356,-579,-532,-1731,10,6,0,-219898965,-607763727,856983849,27710758,25519
1418450561356,-581,-535,-1740,12,6,-1,-219896111,-607771594,856980254,27672010,25524
1418450561358,-573,-524,-1746,13,5,-2,-219889219,-607782282,856975692,27633296,25529
1418450561358,-579,-518,-1734,12,5,-1,-219882303,-607790263,856973016,27595748,25534
1418450561361,-582,-512,-1734,11,4,-3,-219875331,-607801896,856967629,27562345,25539
1418450561361,-579,-500,-1739,12,4,-2,-219866712,-607811724,856964061,27525284,25545
1418450561383,-580,-505,-1741,11,4,-1,-219858512,-607818712,856962375,27488940,25550
1418450561383,-584,-512,-1738,9,4,1,-219854010,-607819985,856963670,27456413,25555
1418450561386,-581,-516,-1734,8,3,1,-219849801,-607820530,856965266,27428222,25560
1418450561386,-577,-509,-1752,6,1,2,-219844513,-607817551,856969386,27407889,25565
1418450561389,-583,-503,-1736,5,1,3,-219839235,-607811865,856975385,27388751,25570
1418450561389,-584,-509,-1739,3,1,1,-219837997,-607809296,856977982,27374438,25575
1418450561422,-581,-517,-1734,2,0,2,-219836495,-607803819,856982586,27363945,25580
1418450561422,-585,-506,-1753,1,-1,2,-219833187,-607798363,856987555,27356106,25585
1418450561424,-583,-517,-1742,-1,-2,2,-219829580,-607791611,856993369,27352975,25591
1418450561424,-573,-517,-1745,-1,-4,2,-219826359,-607784252,856999348,27355035,25596
1418450561427,-570,-519,-1732,-5,-5,1,-219826200,-607777019,857004069,27369122,25601
1418450561427,-576,-510,-1727,-7,-3,3,-219834472,-607764202,857010566,27383848,25606
1418450561429,-575,-509,-1729,-7,-4,4,-219840753,-607748798,857019416,27398323,25611
1418450561429,-570,-525,-1744,-5,-4,5,-219843614,-607732312,857030076,27407605,25616
1418450561462,-571,-527,-1742,-6,-4,6,-219847991,-607713268,857042048,27420415,25621
1418450561462,-575,-529,-1747,-7,-5,6,-219852017,-607693541,857054464,27437260,25626
1418450561464,-579,-532,-1737,-6,-4,4,-219856807,-607678983,857063109,27451252,25631
1418450561464,-580,-528,-1737,-4,-4,4,-219859400,-607665458,857071729,27460745,25637
1418450561467,-578,-526,-1733,-1,-5,4,-219854694,-607653567,857081245,27464543,25642
1418450561467,-577,-532,-1729,0,-4,4,-219846638,-607642858,857090929,27463745,25647
1418450561469,-576,-538,-1737,0,-4,3,-219838994,-607634470,857098821,27464218,25652
1418450561469,-578,-535,-1746,-1,-3,2,-219838982,-607627449,857103706,27467219,25657
1418450561502,-568,-523,-1738,-2,-2,2,-219842425,-607619902,857108071,27470392,25662
1418450561502,-572,-531,-1729,-2,-4,2,-219840017,-607612327,857113867,27476383,25667
1418450561528,-577,-528,-1733,-2,-6,2,-219834354,-607604505,857120551,27486164,25672
1418450561528,-573,-517,-1741,-3,-6,5,-219830604,-607589133,857132101,27495794,25678
1418450561530,-576,-522,-1741,-5,-7,5,-219826359,-607572591,857144435,27510761,25683
1418450561531,-569,-519,-1736,-6,-7,3,-219824178,-607559987,857153328,27529454,25688
1418450561533,-569,-518,-1736,-9,-7,3,-219826264,-607545745,857162060,27555222,25693
1418450561533,-572,-519,-1733,-11,-8,5,-219829385,-607525686,857174490,27585895,25698
1418450561535,-566,-521,-1730,-10,-7,6,-219833726,-607503916,857187966,27611973,25703
1418450561536,-563,-518,-1739,-10,-7,6,-219837789,-607482283,857201395,27638685,25708
1418450561538,-562,-522,-1736,-9,-5,6,-219843895,-607461489,857213886,27659733,25713
1418450561538,-565,-525,-1735,-7,-4,7,-219849426,-607439687,857227441,27674488,25718
1418450561540,-567,-530,-1733,-4,-4,7,-219850614,-607419581,857241125,27682476,25724
1418450561541,-569,-529,-1730,-1,-4,6,-219843570,-607403996,857253928,27683896,25729
1418450561568,-566,-530,-1740,3,0,6,-219841074,-607390390,857264600,27671775,25734
1418450561568,-568,-538,-1723,4,-1,5,-219832289,-607380304,857274458,27657549,25739
1418450561570,-572,-529,-1727,6,-1,5,-219821788,-607371289,857284120,27639511,25744
1418450561571,-565,-531,-1732,9,0,3,-219809795,-607367956,857290337,27615275,25749
1418450561573,-573,-534,-1741,8,1,2,-219800877,-607366607,857294298,27592967,25754
1418450561573,-574,-526,-1743,6,-1,0,-219789351,-607368972,857296090,27577026,25759
1418450561581,-574,-522,-1741,3,-2,1,-219779962,-607367162,857300067,27568105,25764
1418450561582,-575,-524,-1744,0,-1,2,-219777629,-607361350,857304932,27563454,25770
1418450561613,-572,-516,-1739,-1,-3,1,-219776249,-607356583,857308591,27565682,25775
1418450561613,-565,-520,-1750,-1,-2,2,-219776688,-607349599,857313443,27565167,25780
1418450561615,-564,-524,-1738,1,-1,3,-219771425,-607342347,857320159,27558041,25785
1418450561615,-573,-518,-1736,-1,-4,3,-219767196,-607333170,857327631,27561540,25790
1418450561618,-566,-525,-1743,-3,-5,2,-219764388,-607324766,857334014,27570591,25795
1418450561618,-569,-520,-1745,-3,-3,2,-219765610,-607316762,857339146,27577545,25800
1418450561620,-565,-527,-1742,-4,-3,0,-219768162,-607312647,857341095,27587236,25805
1418450561621,-573,-528,-1743,-5,-4,1,-219770343,-607305711,857344999,27601228,25810
1418450561643,-572,-523,-1731,-7,-6,2,-219772011,-607294994,857351496,27621954,25816
1418450561643,-568,-524,-1734,-6,-4,2,-219776803,-607284929,857356918,27636806,25821
1418450561645,-572,-517,-1737,-3,-3,1,-219778502,-607279096,857360378,27644137,25826
1418450561645,-570,-519,-1741,-4,-3,0,-219781522,-607274839,857362322,27653344,25831
1418450561649,-576,-528,-1734,-3,-4,2,-219780535,-607266611,857368155,27661026,25836
1418450561649,-569,-533,-1729,-2,-4,1,-219779316,-607261121,857372147,27667507,25841
1418450561682,-560,-520,-1737,-2,-2,1,-219782582,-607255948,857374836,27671770,25846
1418450561682,-570,-525,-1730,0,0,1,-219782862,-607252202,857377501,27669162,25851
1418450561684,-574,-528,-1725,2,1,1,-219783762,-607249450,857379509,27660195,25856
1418450561684,-575,-528,-1740,2,2,2,-219787817,-607244382,857382418,27649070,25862
1418450561687,-574,-532,-1728,2,0,2,-219786666,-607239233,857386619,27641021,25867
1418450561687,-575,-531,-1727,0,2,0,-219793915,-607237606,857386075,27636016,25872
1418450561689,-572,-525,-1740,0,0,-1,-219800497,-607237566,857384438,27635338,25877
1418450561689,-576,-527,-1736,-3,-1,-2,-219806668,-607238678,857381886,27640973,25882
1418450561722,-582,-526,-1735,-3,-2,-2,-219811240,-607239609,857379823,27648160,25887
1418450561722,-574,-527,-1727,-2,0,-1,-219820984,-607238247,857378198,27651004,25892
1418450561724,-577,-522,-1733,-2,-1,-2,-219826470,-607239832,857375557,27654482,25897
1418450561724,-575,-522,-1721,-3,-2,0,-219831101,-607236123,857376820,27659948,25902
1418450561727,-577,-522,-1729,-3,-2,-2,-219835984,-607236957,857374756,27666799,25908
1418450561727,-577,-525,-1723,-4,-1,-3,-219844485,-607239562,857370476,27674706,25913
1418450561729,-573,-525,-1724,-4,-1,-4,-219853390,-607244433,857364458,27683526,25918
1418450561729,-577,-518,-1737,-4,-1,-4,-219861877,-607249406,857358466,27692620,25923
1418450561762,-576,-522,-1742,-2,-1,-2,-219866564,-607250921,857356116,27694920,25928
1418450561762,-579,-522,-1741,-2,-3,-3,-219866528,-607254651,857353272,27701472,25933
1418450561764,-575,-519,-1748,-3,-3,-3,-219868432,-607257716,857350334,27710098,25938
1418450561764,-571,-521,-1735,-3,-4,-3,-219867155,-607260826,857348129,27720284,25943
1418450561767,-576,-523,-1732,-3,-4,-3,-219866272,-607263966,857345784,27731025,25948
1418450561767,-572,-524,-1727,-3,-3,-2,-219868476,-607264771,857344377,27739419,25954
1418450561769,-574,-533,-1738,-2,-4,-2,-219866719,-607266160,857343581,27747556,25959
1418450561769,-573,-523,-1734,-3,-4,-3,-219866723,-607269319,857340964,27759231,25964
1418450561800,-569,-528,-1730,-1,-3,-2,-219865320,-607271377,857339736,27763247,25969
1418450561801,-570,-536,-1731,-1,-2,-3,-219862372,-607276407,857336829,27766362,25974
1418450561803,-561,-529,-1736,2,-2,-4,-219855048,-607285508,857332339,27763918,25979
1418450561803,-566,-524,-1743,3,0,-4,-219850784,-607294960,857326924,27758163,25984
1418450561805,-569,-524,-1748,5,0,-3,-219843162,-607303189,857323431,27746368,25989
1418450561805,-562,-524,-1737,3,-1,-3,-219834910,-607310716,857320478,27738234,25995
1418450561809,-568,-513,-1739,1,0,-2,-219833764,-607314381,857318270,27735314,26000
1418450561809,-569,-517,-1736,-1,-2,-2,-219833328,-607316600,857316754,27737062,26005
1418450561840,-578,-516,-1736,-3,-3,-2,-219834333,-607317557,857315551,27745332,26010
1418450561840,-569,-512,-1746,-7,-5,0,-219838148,-607311234,857318445,27764055,26015
1418450561843,-571,-508,-1735,-9,-6,2,-219841499,-607299350,857325229,27787972,26020
1418450561843,-572,-508,-1739,-12,-5,0,-219852301,-607290210,857327966,27817815,26025
1418450561845,-578,-520,-1742,-13,-6,2,-219862476,-607275842,857334480,27850279,26030
1418450561845,-570,-522,-1741,-11,-5,3,-219872931,-607260382,857341891,27876693,26035
1418450561849,-575,-525,-1749,-9,-8,4,-219872814,-607243784,857352803,27903570,26041
1418450561849,-586,-534,-1742,-10,-8,4,-219874571,-607226545,857363617,27932610,26046
1418450561880,-594,-530,-1738,-10,-8,3,-219878168,-607211337,857372495,27962369,26051
1418450561880,-584,-522,-1726,-11,-9,3,-219881770,-607195225,857381914,27995081,26056
1418450561883,-578,-526,-1724,-9,-9,3,-219881300,-607180401,857391614,28023214,26061
1418450561883,-579,-522,-1725,-9,-10,3,-219878347,-607165657,857401813,28053786,26066
1418450561885,-588,-523,-1729,-11,-10,5,-219878568,-607145130,857415196,28087271,26071
1418450561885,-579,-526,-1737,-12,-9,3,-219883231,-607128469,857424659,28122016,26076
1418450561889,-575,-528,-1732,-14,-9,3,-219890102,-607110917,857434005,28162199,26081
1418450561889,-572,-534,-1746,-15,-8,2,-219900799,-607095215,857441002,28204130,26087
1418450561920,-576,-531,-1746,-15,-8,2,-219910914,-607079703,857447987,28246760,26092
1418450561920,-585,-532,-1737,-15,-7,2,-219923483,-607064148,857454444,28287178,26097
1418450561923,-571,-520,-1731,-16,-8,1,-219936629,-607049947,857459659,28331581,26102
1418450561923,-578,-514,-1742,-17,-9,0,-219947278,-607037594,857464062,28380307,26107
1418450561925,-575,-517,-1727,-18,-10,-2,-219956831,-607029002,857465951,28432930,26112
1418450561925,-568,-520,-1742,-21,-12,0,-219967457,-607013930,857471833,28495044,26117
1418450561929,-574,-518,-1740,-22,-11,0,-219980797,-606998620,857477138,28558500,26122
1418450561929,-568,-528,-1729,-23,-12,-1,-219993907,-606984756,857481344,28625805,26127
1418450561960,-556,-513,-1737,-25,-11,1,-220013296,-606965365,857487738,28696340,26133
1418450561960,-564,-521,-1731,-26,-12,1,-220029574,-606945550,857495116,28770076,26138
1418450561963,-563,-527,-1738,-25,-10,3,-220050476,-606921721,857504359,28837349,26143
1418450561963,-568,-531,-1740,-22,-8,2,-220070956,-606902185,857510965,28895713,26148
1418450561965,-560,-542,-1736,-18,-6,4,-220090295,-606880491,857519844,28940539,26153
1418450561965,-566,-537,-1732,-16,-5,5,-220108910,-606857997,857529644,28980251,26158
1418450561973,-562,-545,-1737,-11,-3,4,-220124353,-606840670,857537105,29004993,26163
1418450561973,-565,-547,-1739,-3,0,4,-220135222,-606827853,857543218,29009929,26168
1418450561995,-575,-546,-1734,-1,-1,3,-220135280,-606819463,857549154,29009518,26173
1418450561995,-576,-539,-1723,4,0,2,-220132177,-606815502,857553137,28998165,26179
1418450561998,-580,-545,-1727,8,0,2,-220122796,-606813753,857557498,28976996,26184
1418450561998,-580,-533,-1743,10,1,-1,-220112789,-606820069,857556452,28951690,26189
1418450562000,-576,-541,-1730,12,0,-1,-220095733,-606827504,857556566,28922162,26194
1418450562000,-576,-540,-1724,12,-1,-3,-220075403,-606840083,857553821,28894302,26199
1418450562033,-584,-536,-1735,13,-1,-3,-220053694,-606853206,857551122,28864110,26204
1418450562033,-582,-535,-1733,13,-1,-2,-220032016,-606863894,857550191,28832312,26209
1418450562035,-580,-528,-1729,14,0,-3,-220012406,-606876972,857547068,28799552,26214
1418450562035,-583,-518,-1728,10,-1,0,-219995169,-606881345,857549287,28772998,26219
1418450562038,-575,-516,-1738,7,-2,0,-219980197,-606883744,857552076,28753733,26225
1418450562038,-577,-514,-1741,6,-3,0,-219963219,-606885721,857555536,28738686,26230
1418450562040,-575,-520,-1737,3,-2,0,-219953292,-606885975,857558243,28728521,26235
1418450562040,-578,-514,-1739,0,-3,2,-219946477,-606879889,857564369,28726415,26240
1418450562073,-571,-511,-1743,0,-3,2,-219939463,-606873705,857570642,28723495,26245
1418450562073,-579,-517,-1747,-1,-5,2,-219932377,-606866447,857577480,28726939,26250
1418450562075,-573,-518,-1742,-2,-4,1,-219930033,-606860831,857581898,28731631,26255
1418450562075,-570,-527,-1746,-1,-4,1,-219925832,-606855921,857586351,28734594,26260
1418450562078,-563,-524,-1740,-1,-3,1,-219920115,-606851748,857590711,28736344,26265
1418450562078,-565,-526,-1743,-1,-3,1,-219917763,-606847180,857594457,28739002,26271
1418450562080,-558,-528,-1729,-1,-3,-1,-219915422,-606847162,857594941,28742867,26276
1418450562080,-558,-518,-1726,-1,-2,-3,-219915379,-606851885,857591469,28747069,26281
1418450562113,-558,-513,-1733,-1,-3,-3,-219912567,-606856451,857588796,28751921,26286
1418450562113,-563,-521,-1742,-3,-2,-2,-219914693,-606857649,857587179,28758602,26291
1418450562115,-565,-522,-1745,-2,-2,-2,-219915727,-606859416,857585504,28763368,26296
1418450562115,-564,-514,-1725,0,1,-1,-219918272,-606860198,857584421,28759683,26301
1418450562118,-569,-524,-1729,2,0,-1,-219915677,-606861931,857584103,28752461,26306
1418450562118,-569,-520,-1738,3,0,1,-219912513,-606859647,857586868,28742387,26312
1418450562120,-571,-513,-1739,2,0,1,-219910277,-606856807,857589727,28734152,26317
1418450562120,-571,-529,-1742,1,1,2,-219911711,-606851089,857593707,28725167,26322
1418450562153,-572,-525,-1741,0,0,2,-219917241,-606844317,857597176,28722305,26327
1418450562153,-564,-530,-1749,-2,-1,1,-219921912,-606839112,857599622,28723474,26332
1418450562177,-572,-535,-1717,-2,-1,2,-219925853,-606831897,857603664,28725066,26337
1418450562178,-578,-525,-1727,-1,0,2,-219934678,-606824404,857606699,28725168,26342
1418450562180,-573,-541,-1735,-1,-1,2,-219939031,-606817274,857610696,28723131,26347
1418450562180,-574,-538,-1737,0,0,1,-219941853,-606813281,857612860,28721271,26352
1418450562182,-574,-545,-1740,0,0,1,-219944478,-606809258,857615108,28719035,26358
1418450562183,-568,-545,-1734,-1,-2,0,-219942754,-606807428,857616770,28721286,26363
1418450562185,-573,-533,-1730,3,0,0,-219940493,-606807617,857617463,28713916,26368
1418450562185,-571,-526,-1734,1,-2,-1,-219935099,-606809132,857617867,28711144,26373
1418450562187,-566,-528,-1749,2,-1,-1,-219929556,-606811338,857617970,28703903,26378
1418450562188,-571,-524,-1747,-1,-1,0,-219927879,-606809726,857619558,28703387,26383
1418450562190,-568,-526,-1739,-2,-2,1,-219929814,-606804501,857622667,28706119,26388
1418450562190,-569,-523,-1740,-3,-1,1,-219935889,-606798804,857625011,28709978,26393
1418450562224,-568,-525,-1731,-2,-1,1,-219940198,-606793656,857627508,28711180,26398
1418450562224,-570,-525,-1728,0,-1,2,-219937922,-606787888,857632316,28706885,26404
1418450562226,-568,-527,-1728,0,-2,1,-219933617,-606784262,857636060,28704671,26409
1418450562226,-570,-520,-1741,-1,-1,1,-219933155,-606780187,857639102,28703465,26414
1418450562234,-564,-531,-1740,0,0,0,-219934010,-606778459,857640210,28700317,26419
1418450562234,-573,-519,-1743,0,0,1,-219935136,-606774654,857642688,28698099,26424
1418450562252,-566,-517,-1738,-1,-2,1,-219935513,-606769913,857645951,28697945,26429
1418450562253,-564,-534,-1742,-1,-3,2,-219933159,-606762939,857651448,28699155,26434
1418450562255,-567,-522,-1743,-3,-3,2,-219934733,-606754970,857656429,28706718,26439
1418450562255,-575,-525,-1729,-6,-4,1,-219938261,-606747311,857660433,28721936,26444
1418450562257,-575,-522,-1724,-9,-4,2,-219948315,-606735352,857665602,28743229,26450
1418450562258,-581,-525,-1737,-13,-8,3,-219955820,-606718410,857674454,28779265,26455
1418450562260,-576,-526,-1740,-15,-9,4,-219964451,-606697883,857685369,28820671,26460
1418450562260,-580,-523,-1729,-16,-9,3,-219974077,-606679197,857694616,28865367,26465
1418450562292,-577,-522,-1721,-20,-9,4,-219990949,-606655698,857705133,28918087,26470
1418450562293,-581,-512,-1736,-19,-10,3,-220003888,-606635008,857714668,28970870,26475
1418450562295,-579,-528,-1741,-20,-9,3,-220019725,-606613735,857723890,29022939,26480
1418450562295,-576,-532,-1737,-20,-11,2,-220031491,-606594765,857732338,29080486,26485
1418450562297,-578,-532,-1744,-20,-9,4,-220048146,-606571450,857742731,29134239,26490
1418450562298,-580,-531,-1737,-16,-8,4,-220060458,-606550545,857752900,29177031,26496
1418450562300,-579,-535,-1726,-10,-6,2,-220067945,-606537783,857759091,29203847,26501
1418450562300,-569,-539,-1752,-6,-6,0,-220069508,-606531915,857762180,29223224,26506
1418450562332,-574,-537,-1743,-1,-5,1,-220063428,-606527191,857766852,29229904,26511
1418450562333,-577,-538,-1744,2,-2,1,-220056227,-606524779,857770616,29223721,26516
1418450562335,-572,-541,-1737,6,0,0,-220048964,-606526505,857771797,29207922,26521
1418450562335,-564,-529,-1731,10,1,-2,-220037444,-606535319,857769360,29183245,26526
1418450562337,-564,-525,-1743,12,2,0,-220023940,-606540898,857769987,29150648,26531
1418450562338,-567,-524,-1724,13,1,-1,-220005629,-606549317,857769856,29117513,26536
1418450562340,-560,-524,-1740,12,0,2,-219988025,-606550028,857774926,29086344,26542
1418450562340,-558,-516,-1736,8,0,0,-219975317,-606553229,857776614,29065892,26547
1418450562372,-573,-519,-1734,3,-1,1,-219966375,-606551700,857780357,29054999,26552
1418450562373,-576,-524,-1730,-1,-2,2,-219963352,-606545111,857785842,29053519,26557
1418450562375,-569,-527,-1735,-2,-3,3,-219964422,-606535000,857792622,29056327,26562
1418450562375,-568,-517,-1715,-3,-2,3,-219968696,-606524598,857798738,29060564,26567
1418450562377,-579,-523,-1735,-1,-2,4,-219966167,-606513434,857807360,29058193,26572
1418450562378,-564,-522,-1733,-1,-5,3,-219961020,-606503706,857815442,29061604,26577
1418450562380,-568,-535,-1734,-1,-4,4,-219952998,-606492622,857825284,29063126,26582
1418450562380,-561,-530,-1744,-1,-4,3,-219946040,-606483812,857833192,29066220,26588
1418450562412,-566,-528,-1736,-3,-5,2,-219942410,-606475727,857839484,29076696,26593
1418450562412,-561,-533,-1728,-3,-5,1,-219939424,-606469745,857844121,29087254,26598
1418450562415,-571,-522,-1739,-3,-4,3,-219939126,-606459374,857851235,29095918,26603
1418450562415,-569,-525,-1735,-4,-7,4,-219933354,-606445656,857861960,29109262,26608
1418450562417,-572,-525,-1744,-6,-6,1,-219933065,-606437740,857867002,29127777,26613
1418450562418,-571,-521,-1731,-8,-7,0,-219933482,-606430840,857870923,29152782,26618
1418450562420,-573,-524,-1734,-8,-8,1,-219931979,-606421497,857877036,29178569,26624
1418450562420,-569,-519,-1743,-10,-7,1,-219936218,-606411046,857882355,29207434,26628
1418450562452,-575,-525,-1730,-10,-5,2,-219943983,-606398584,857888329,29232206,26634
1418450562453,-566,-533,-1737,-8,-7,1,-219945427,-606389235,857893741,29256463,26639
1418450562455,-565,-534,-1743,-6,-4,1,-219949834,-606381598,857897456,29272677,26644
1418450562455,-565,-528,-1744,-4,-5,1,-219948404,-606375120,857901944,29286059,26649
1418450562457,-567,-530,-1747,-4,-5,2,-219946626,-606366326,857908199,29298256,26654
1418450562457,-568,-523,-1737,-5,-3,1,-219951119,-606359368,857911560,29310125,26659
1418450562460,-569,-523,-1735,-8,-6,0,-219953657,-606352575,857914909,29333580,26664
1418450562460,-573,-520,-1731,-10,-5,1,-219961976,-606342366,857919110,29359335,26669
1418450562484,-575,-516,-1729,-8,-5,2,-219967510,-606330904,857925106,29379374,26674
1418450562484,-569,-524,-1733,-8,-6,2,-219970785,-606319278,857931759,29400497,26680
1418450562486,-577,-521,-1743,-8,-5,0,-219975947,-606312516,857934465,29422356,26685
1418450562486,-567,-527,-1745,-11,-5,0,-219986008,-606303844,857937061,29450132,26690
1418450562489,-569,-520,-1737,-12,-5,1,-219997123,-606292589,857941109,29480883,26695
1418450562489,-575,-519,-1729,-12,-6,0,-220005999,-606283400,857944220,29513046,26700
1418450562521,-569,-529,-1726,-11,-4,0,-220018702,-606274753,857946173,29539210,26705
1418450562521,-570,-524,-1731,-7,-1,1,-220032101,-606266588,857948058,29552221,26710
1418450562523,-570,-532,-1745,-4,-2,0,-220037819,-606262362,857949311,29559980,26715
1418450562524,-569,-538,-1732,-2,-1,2,-220042571,-606254950,857953292,29561072,26720
1418450562526,-571,-526,-1740,2,2,0,-220046193,-606254592,857952938,29551714,26726
1418450562526,-571,-535,-1746,4,2,0,-220045624,-606255334,857953087,29536418,26731
1418450562533,-571,-531,-1738,4,2,1,-220045407,-606253882,857954686,29521386,26736
1418450562534,-574,-528,-1735,5,3,0,-220045920,-606255308,857954189,29502706,26741
1418450562540,-576,-541,-1746,5,5,1,-220051312,-606254499,857954168,29479731,26746
1418450562540,-571,-536,-1747,8,6,-1,-220054453,-606260195,857950340,29450530,26751
1418450562565,-577,-534,-1732,8,4,-1,-220052202,-606265832,857947830,29424430,26756
1418450562565,-566,-526,-1725,8,5,-1,-220053390,-606271301,857944628,29396200,26761
1418450562567,-574,-533,-1733,9,2,-1,-220044937,-606277297,857943436,29370583,26766
1418450562567,-571,-539,-1722,8,3,-2,-220041094,-606284969,857939831,29346299,26772
1418450562570,-577,-534,-1735,4,2,-2,-220042065,-606290263,857936273,29333652,26777
1418450562570,-566,-522,-1728,4,2,-2,-220042638,-606295460,857932920,29320008,26782
1418450562602,-573,-520,-1739,4,2,-2,-220041787,-606300808,857929837,29306018,26787
1418450562602,-578,-535,-1731,5,1,0,-220037172,-606301980,857930759,29289426,26792
1418450562605,-569,-529,-1727,3,0,2,-220035453,-606297256,857934893,29279023,26797
1418450562605,-577,-536,-1735,3,-1,1,-220028749,-606295482,857938221,29268618,26802
1418450562607,-571,-533,-1742,4,-2,1,-220018933,-606294114,857942081,29257613,26807
1418450562607,-574,-529,-1733,2,-3,1,-220008987,-606291664,857946524,29252884,26813
1418450562610,-570,-542,-1743,5,1,1,-220005415,-606290547,857948785,29236581,26818
1418450562610,-573,-537,-1744,9,1,-2,-219995119,-606298865,857946303,29214400,26823
1418450562642,-574,-525,-1745,11,1,-2,-219981510,-606308258,857944089,29186947,26828
1418450562642,-571,-525,-1741,12,3,-3,-219970070,-606320585,857939454,29153321,26833
1418450562645,-573,-528,-1734,11,1,-4,-219955523,-606334505,857934272,29126047,26838
1418450562645,-567,-531,-1739,12,1,-4,-219940080,-606348940,857929025,29096695,26843
1418450562647,-572,-524,-1739,12,1,-4,-219924041,-606363568,857923770,29068044,26848
1418450562647,-560,-518,-1746,10,0,-1,-219909203,-606369928,857923933,29042788,26853
1418450562650,-565,-514,-1743,6,-1,-1,-219895113,-606374749,857924698,29026231,26859
1418450562650,-562,-514,-1748,2,-1,-1,-219887840,-606377064,857925201,29018090,26864
1418450562672,-562,-497,-1749,-1,-2,-1,-219882613,-606377647,857926111,29018604,26869
1418450562672,-561,-507,-1743,-3,-2,2,-219883630,-606369598,857931461,29020925,26874
1418450562675,-569,-509,-1746,-7,-5,5,-219885313,-606352170,857942818,29036563,26879
1418450562675,-567,-516,-1745,-9,-5,6,-219891015,-606331122,857955581,29055789,26884
1418450562678,-575,-520,-1733,-13,-6,4,-219901039,-606312308,857965224,29087770,26889
1418450562679,-581,-526,-1737,-15,-8,6,-219911441,-606287356,857978885,29126269,26894
1418450562711,-582,-525,-1736,-16,-9,5,-219921823,-606263938,857991306,29169377,26899
1418450562711,-583,-531,-1736,-18,-12,5,-219928651,-606239077,858005342,29221720,26905
1418450562714,-581,-530,-1734,-20,-12,6,-219939251,-606210767,858020690,29278545,26910
1418450562714,-590,-533,-1743,-21,-12,5,-219951233,-606184181,858034361,29338276,26915
1418450562717,-581,-536,-1739,-22,-13,5,-219963113,-606156781,858048509,29401481,26920
1418450562717,-583,-548,-1730,-22,-10,4,-219981323,-606132107,858059217,29461364,26925
1418450562719,-577,-536,-1727,-19,-10,2,-219995901,-606113728,858066562,29516635,26930
1418450562719,-563,-535,-1733,-14,-8,2,-220005811,-606098485,858073417,29556498,26935
1418450562752,-571,-532,-1736,-9,-9,1,-220003644,-606088743,858079769,29587976,26940
1418450562752,-579,-535,-1728,-6,-8,1,-219999318,-606080641,858085838,29610091,26945
1418450562754,-568,-531,-1744,-2,-7,-1,-219991977,-606079307,858088238,29622393,26951
1418450562754,-570,-541,-1740,-2,-5,-1,-219987171,-606078466,858089741,29631745,26956
1418450562757,-560,-529,-1737,-1,-4,-1,-219984047,-606078278,858090456,29638060,26961
1418450562757,-555,-524,-1741,0,-3,1,-219976328,-606074842,858094858,29638182,26966
1418450562759,-563,-519,-1740,-1,-3,1,-219973158,-606070426,858098689,29641100,26971
1418450562759,-564,-518,-1728,-3,-3,2,-219973762,-606062323,858104055,29646949,26976
1418450562792,-570,-525,-1742,-3,-3,2,-219974978,-606054118,858109339,29652706,26981
1418450562792,-563,-529,-1751,-3,-1,3,-219981153,-606043767,858114994,29654817,26986
1418450562818,-557,-539,-1738,-2,-1,5,-219985042,-606029679,858123964,29654300,26991
1418450562818,-564,-533,-1745,-2,-2,6,-219987435,-606013355,858134810,29656308,26997
1418450562821,-559,-546,-1742,-1,-1,5,-219990342,-605999818,858143708,29653870,27002
1418450562821,-567,-541,-1731,-2,-1,4,-219995289,-605988163,858150598,29655957,27007
1418450562823,-565,-539,-1735,1,1,5,-219998709,-605975770,858158748,29648002,27012
1418450562823,-570,-538,-1721,3,1,5,-219998396,-605964610,858167143,29635399,27017
1418450562826,-579,-539,-1738,7,1,4,-219992625,-605957868,858174126,29613886,27022
1418450562826,-578,-549,-1739,9,2,4,-219985975,-605952268,858180762,29585545,27027
1418450562828,-574,-535,-1736,9,2,1,-219979581,-605953618,858182328,29560022,27032
1418450562828,-569,-542,-1726,9,2,0,-219972009,-605957247,858182601,29534024,27037
1418450562831,-575,-539,-1733,10,2,-1,-219963217,-605963852,858181105,29507445,27043
1418450562831,-567,-534,-1738,9,1,-2,-219953698,-605971958,858178607,29484596,27048
1418450562856,-575,-525,-1734,9,0,0,-219940764,-605975607,858180113,29462243,27053
1418450562856,-569,-513,-1726,10,1,0,-219928868,-605979648,858181258,29434575,27058
1418450562858,-571,-525,-1730,14,1,0,-219909605,-605986056,858182955,29397075,27063
1418450562858,-564,-539,-1744,14,0,0,-219888810,-605992435,858184972,29362214,27068
1418450562862,-569,-527,-1733,13,-1,0,-219865298,-605999075,858187383,29330762,27073
