Receiver time, Accel X,Y,Z, Gyro X,Y,Z, Quaternion W,X,Y,Z, dt(or)index
1418450562862,-573,-529,-1743,13,0,-1,-219845855,-606007232,858187685,29299118,27078
1418450562894,-568,-523,-1734,11,0,-2,-219829576,-606016479,858186234,29272492,27083
1418450562894,-572,-520,-1727,9,1,-1,-219818497,-606022378,858185739,29248073,27089
1418450562897,-570,-522,-1742,7,-1,-2,-219804906,-606029665,858184716,29229228,27094
1418450562897,-577,-518,-1733,5,0,0,-219797817,-606030853,858186187,29214704,27099
1418450562899,-573,-522,-1737,2,-1,0,-219792500,-606030546,858188078,29205540,27104
1418450562899,-567,-523,-1740,-1,-2,0,-219793333,-606028042,858189611,29206173,27109
1418450562902,-575,-525,-1731,-3,-2,-2,-219796606,-606029108,858187786,29213053,27114
1418450562902,-569,-534,-1745,-4,-3,0,-219800657,-606024705,858189541,29222344,27119
1418450562934,-566,-523,-1741,-3,-2,0,-219804715,-606021248,858190718,29228952,27124
1418450562935,-565,-532,-1734,0,1,1,-219807804,-606017398,858192813,29224047,27129
1418450562937,-564,-531,-1743,0,2,0,-219817816,-606015442,858191775,29219786,27135
1418450562937,-571,-526,-1725,0,2,-1,-219823254,-606016352,858189890,29215355,27140
1418450562939,-568,-530,-1738,2,4,-1,-219831234,-606018281,858186929,29202256,27145
1418450562939,-563,-523,-1730,6,3,-1,-219829815,-606022650,858184891,29182156,27150
1418450562942,-566,-524,-1734,8,3,-2,-219824581,-606030507,858181512,29157798,27155
1418450562942,-576,-529,-1739,9,4,-1,-219820240,-606036700,858179234,29128823,27160
1418450562974,-572,-529,-1729,9,4,-2,-219816811,-606044999,858175223,29100195,27165
1418450562974,-573,-521,-1733,9,1,-3,-219806570,-606055388,858171284,29077354,27170
1418450562977,-571,-519,-1739,8,1,-4,-219797264,-606067428,858165870,29056509,27175
1418450562977,-565,-516,-1730,5,1,-3,-219792280,-606075499,858161943,29041851,27181
1418450562979,-571,-513,-1742,2,1,-2,-219791917,-606079601,858159416,29033659,27186
1418450562979,-576,-512,-1739,-1,-3,-1,-219789394,-606079338,858160176,29035785,27191
1418450562982,-565,-517,-1739,-4,-1,1,-219796981,-606072758,858162739,29039932,27196
1418450562982,-570,-516,-1724,-3,1,-1,-219808289,-606071200,858160829,29043293,27201
1418450563014,-571,-522,-1729,0,1,0,-219815952,-606068898,858160643,29038855,27206
1418450563014,-573,-535,-1741,0,1,0,-219819937,-606067147,858161015,29034234,27211
1418450563017,-567,-533,-1742,2,2,0,-219823397,-606066749,858160740,29024488,27216
1418450563017,-567,-544,-1728,7,2,-2,-219817907,-606073988,858157702,29004711,27222
1418450563024,-570,-542,-1733,11,4,-3,-219811830,-606085993,858151806,28974328,27227
1418450563024,-574,-544,-1745,13,2,-3,-219797863,-606098960,858147311,28942174,27232
1418450563027,-575,-538,-1732,14,5,-3,-219789053,-606112731,858141169,28902738,27237
1418450563027,-569,-524,-1734,17,5,-5,-219775596,-606132691,858132055,28857056,27242
1418450563029,-574,-533,-1729,18,6,-5,-219761286,-606153383,858122801,28806530,27247
1418450563029,-568,-526,-1738,17,5,-6,-219747503,-606175605,858112159,28761070,27252
1418450563062,-575,-522,-1738,17,5,-7,-219732221,-606200267,858100164,28715891,27257
1418450563062,-568,-524,-1744,16,5,-6,-219719025,-606221865,858089767,28671540,27262
1418450563064,-575,-514,-1743,16,4,-6,-219702743,-606243605,858079982,28629475,27268
1418450563064,-574,-517,-1734,16,4,-7,-219686451,-606267393,858068778,28586539,27273
1418450563067,-575,-514,-1732,15,3,-6,-219670107,-606288223,858059548,28547356,27278
1418450563067,-572,-522,-1735,15,2,-6,-219651484,-606308924,858050949,28509449,27283
1418450563069,-571,-507,-1737,12,3,-4,-219640235,-606323515,858044609,28476607,27288
1418450563069,-572,-513,-1735,9,2,-3,-219630490,-606333933,858040616,28450249,27293
1418450563102,-573,-519,-1743,9,2,-2,-219621393,-606342068,858038071,28423846,27298
1418450563102,-571,-529,-1738,7,2,0,-219615762,-606344525,858038522,28401322,27303
1418450563104,-570,-521,-1742,5,3,2,-219616490,-606341399,858041192,28381748,27308
1418450563104,-569,-530,-1740,7,3,1,-219613122,-606341727,858042626,28357458,27314
1418450563107,-575,-536,-1749,8,4,2,-219611076,-606341487,858044239,28329590,27319
1418450563107,-576,-533,-1742,11,5,1,-219606886,-606345310,858043786,28293956,27324
1418450563109,-574,-545,-1748,14,9,1,-219607237,-606351105,858041223,28244699,27329
1418450563109,-574,-546,-1743,19,10,2,-219602157,-606357776,858039835,28183120,27334
1418450563120,-577,-538,-1734,22,12,0,-219596960,-606370900,858034198,28112781,27339
1418450563120,-584,-545,-1732,26,11,-1,-219583152,-606388398,858027924,28034588,27344
1418450563149,-585,-533,-1741,28,10,-1,-219565015,-606406855,858022161,27953673,27349
1418450563149,-574,-519,-1729,27,9,0,-219545186,-606422323,858018868,27874801,27354
1418450563154,-570,-531,-1730,29,11,-1,-219525322,-606441499,858013205,27788225,27360
1418450563154,-570,-523,-1738,29,14,0,-219512737,-606458790,858007130,27697710,27365
1418450563157,-564,-526,-1740,29,13,1,-219497052,-606473720,858003500,27607428,27370
1418450563157,-579,-528,-1738,28,14,4,-219485036,-606481459,858004015,27516807,27375
1418450563159,-570,-522,-1730,30,14,3,-219471318,-606492293,858002921,27421383,27380
1418450563159,-566,-528,-1725,31,16,1,-219459597,-606508559,857997600,27321749,27385
1418450563192,-585,-529,-1738,32,14,2,-219442023,-606523084,857994953,27223420,27390
1418450563192,-575,-518,-1732,33,12,2,-219419442,-606537675,857993539,27124748,27395
1418450563194,-580,-521,-1739,31,10,1,-219394139,-606553372,857991771,27034166,27400
1418450563194,-579,-516,-1733,28,8,-1,-219369286,-606571682,857987678,26954774,27406
1418450563197,-577,-505,-1731,25,8,-1,-219349172,-606588197,857983432,26881883,27411
1418450563197,-571,-504,-1729,23,7,-1,-219329231,-606603439,857979869,26814280,27416
1418450563199,-569,-503,-1745,19,4,-1,-219308390,-606616257,857977797,26761030,27421
1418450563199,-568,-506,-1741,17,4,-2,-219289695,-606630329,857974126,26712904,27426
1418450563232,-571,-503,-1736,13,3,-2,-219275477,-606642014,857970648,26675942,27431
1418450563232,-571,-504,-1737,9,2,-1,-219265841,-606648886,857969098,26648688,27436
1418450563234,-570,-496,-1743,7,2,1,-219259597,-606650034,857970619,26624939,27441
1418450563234,-569,-500,-1747,5,2,1,-219255699,-606650023,857972241,26605020,27446
1418450563236,-572,-502,-1740,2,0,1,-219252047,-606648193,857974759,26595637,27452
1418450563237,-572,-499,-1748,0,0,0,-219252297,-606647380,857975400,26591437,27457
1418450563239,-568,-501,-1754,-1,0,2,-219257627,-606640929,857978685,26588682,27462
1418450563239,-577,-509,-1735,-3,0,1,-219265585,-606635739,857980233,26591528,27467
1418450563272,-564,-519,-1738,0,3,0,-219277728,-606634522,857978238,26583514,27472
1418450563272,-566,-510,-1742,1,2,-1,-219281289,-606637010,857975782,26576637,27477
1418450563274,-581,-523,-1750,2,3,0,-219285010,-606637787,857974666,26564229,27482
1418450563274,-569,-523,-1739,3,6,1,-219295845,-606636847,857973179,26544275,27487
1418450563277,-574,-519,-1744,5,6,-1,-219302739,-606641869,857968560,26521844,27492
1418450563277,-571,-523,-1748,7,6,-1,-219306361,-606647945,857964195,26494074,27498
1418450563279,-573,-522,-1732,8,6,-1,-219308150,-606654728,857959851,26464615,27503
1418450563279,-574,-519,-1738,7,6,0,-219312520,-606658495,857956931,26436721,27508
1418450563312,-577,-517,-1732,8,7,1,-219317238,-606660625,857955228,26403953,27513
1418450563312,-572,-511,-1742,8,7,-1,-219322253,-606667206,857950275,26371992,27518
1418450563314,-572,-521,-1741,6,8,0,-219331530,-606670547,857946459,26342122,27523
1418450563314,-574,-518,-1737,6,7,2,-219339339,-606669309,857946210,26313699,27528
1418450563316,-577,-521,-1740,4,8,-1,-219352639,-606673737,857940418,26289582,27533
1418450563317,-570,-522,-1746,6,10,1,-219367729,-606674871,857936769,26256569,27538
1418450563319,-577,-521,-1742,9,11,2,-219379451,-606675756,857934415,26215075,27544
1418450563319,-569,-521,-1743,12,10,2,-219384808,-606678127,857932811,26167787,27549
1418450563352,-573,-521,-1746,13,10,2,-219387765,-606681284,857931316,26118796,27554
1418450563352,-573,-523,-1736,13,10,0,-219390803,-606688934,857926593,26070693,27559
1418450563354,-579,-524,-1743,14,10,-2,-219392696,-606701693,857918571,26021747,27564
1418450563354,-577,-521,-1731,13,10,-2,-219396476,-606713774,857910486,25974739,27569
1418450563356,-574,-523,-1720,13,9,-1,-219398248,-606723460,857904576,25928696,27574
1418450563357,-575,-524,-1730,15,9,-2,-219397104,-606736620,857897056,25879159,27579
1418450563359,-580,-540,-1732,16,7,-1,-219389513,-606747987,857892441,25829974,27584
1418450563359,-578,-534,-1731,18,9,-1,-219384637,-606760656,857886405,25774214,27590
1418450563391,-575,-542,-1734,21,11,-1,-219378970,-606775219,857879542,25707949,27595
1418450563392,-578,-540,-1746,29,14,-1,-219367317,-606794804,857871313,25619567,27600
1418450563394,-578,-543,-1745,35,18,-2,-219354607,-606820438,857859662,25511155,27605
1418450563394,-579,-538,-1739,41,21,-3,-219339229,-606852077,857844952,25385115,27610
1418450563396,-580,-529,-1741,46,23,-4,-219320341,-606888962,857827836,25244526,27615
1418450563396,-578,-532,-1745,53,26,-3,-219296490,-606927776,857811251,25081600,27620
1418450563399,-574,-525,-1756,56,29,-6,-219274260,-606975481,857788203,24909204,27625
1418450563399,-586,-523,-1748,61,31,-7,-219247112,-607028628,857762939,24722341,27630
1418450563431,-600,-544,-1760,64,34,-5,-219223463,-607078796,857739239,24521676,27636
1418450563432,-611,-562,-1755,68,35,-8,-219197468,-607138079,857709858,24313094,27641
1418450563458,-620,-580,-1742,74,37,-10,-219168602,-607205375,857675896,24089839,27646
1418450563458,-615,-593,-1736,87,38,-14,-219123337,-607289266,857635076,23838896,27651
1418450563460,-632,-614,-1744,106,41,-23,-219054288,-607405130,857578734,23546719,27656
1418450563460,-634,-635,-1729,129,46,-32,-218961395,-607555009,857505731,23200103,27661
1418450563463,-642,-651,-1741,156,56,-42,-218849285,-607744010,857411583,22783610,27666
1418450563463,-634,-658,-1743,192,70,-56,-218711191,-607986667,857288233,22271513,27671
1418450563465,-626,-659,-1744,234,85,-70,-218538107,-608286687,857135483,21648828,27676
1418450563465,-614,-652,-1735,278,103,-83,-218333329,-608642928,856953226,20905001,27682
1418450563468,-601,-629,-1752,328,125,-93,-218095977,-609052037,856744161,20017694,27687
1418450563468,-597,-602,-1749,379,144,-103,-217815127,-609514247,856510314,18987920,27692
1418450563470,-600,-574,-1774,432,165,-117,-217493320,-610039283,856243577,17809299,27697
1418450563470,-602,-554,-1786,482,184,-134,-217129838,-610631788,855939799,16492998,27702
1418450563496,-594,-550,-1813,529,203,-154,-216730370,-611296487,855593127,15048550,27707
1418450563496,-597,-547,-1821,571,222,-175,-216302310,-612032803,855200959,13490201,27712
1418450563501,-597,-542,-1840,613,241,-193,-215847649,-612833121,854767368,11815636,27717
1418450563502,-606,-541,-1858,650,260,-213,-215373442,-613698806,854288483,10037410,27723
1418450563504,-607,-534,-1874,678,278,-231,-214893208,-614619512,853767192,8176275,27728
1418450563505,-620,-519,-1906,693,292,-246,-214418109,-615580674,853210140,6266624,27733
1418450563512,-610,-474,-1915,704,306,-258,-213954527,-616572685,852622119,4314169,27738
1418450563513,-608,-419,-1939,705,317,-268,-213509108,-617585219,852008432,2344133,27743
1418450563543,-636,-384,-1964,683,327,-275,-213116807,-618598120,851374731,407059,27748
1418450563543,-635,-364,-1990,659,341,-282,-212794048,-619609770,850718334,-1499349,27753
1418450563546,-635,-358,-2035,632,351,-275,-212535055,-620587589,850064744,-3366149,27758
1418450563547,-639,-362,-2064,596,358,-257,-212347980,-621501960,849434161,-5172974,27763
1418450563549,-647,-374,-2101,569,363,-234,-212215134,-622346800,848835998,-6939075,27769
1418450563549,-656,-369,-2096,549,360,-212,-212107340,-623128688,848273259,-8665971,27774
1418450563550,-668,-363,-2117,539,356,-189,-212006635,-623850806,847748302,-10376978,27779
1418450563550,-670,-344,-2127,532,341,-171,-211882266,-624526671,847259378,-12058024,27784
1418450563576,-688,-331,-2166,532,328,-153,-211725844,-625160380,846805581,-13728784,27789
1418450563576,-679,-313,-2158,542,317,-129,-211525449,-625743944,846395452,-15418953,27794
1418450563579,-676,-328,-2207,564,309,-95,-211266787,-626261785,846043378,-17164835,27799
1418450563579,-690,-352,-2263,554,284,-75,-210965514,-626728812,845736687,-18854987,27804
1418450563582,-701,-364,-2308,528,248,-75,-210626400,-627181702,845448991,-20424025,27809
1418450563582,-684,-382,-2358,513,213,-91,-210233776,-627662823,845152918,-21890427,27815
1418450563614,-714,-427,-2365,498,177,-107,-209783248,-628173183,844849328,-23249914,27820
1418450563614,-733,-416,-2449,457,134,-133,-209311434,-628720499,844525935,-24427649,27825
1418450563616,-760,-375,-2486,323,79,-148,-208938290,-629229583,844216288,-25204910,27830
1418450563616,-770,-328,-2499,135,8,-148,-208718548,-629637668,843959115,-25445867,27835
1418450563618,-754,-282,-2482,-64,-83,-144,-208627101,-629931462,843772945,-25096021,27840
1418450563618,-745,-294,-2466,-244,-179,-137,-208617607,-630115373,843664475,-24188227,27845
1418450563621,-738,-365,-2486,-377,-279,-131,-208606739,-630217764,843628911,-22815927,27850
1418450563623,-760,-513,-2448,-462,-370,-144,-208537717,-630307212,843624163,-21085910,27855
1418450563652,-817,-610,-2482,-495,-451,-201,-208358520,-630509668,843564397,-19102366,27861
1418450563652,-839,-644,-2480,-514,-536,-274,-208033396,-630867095,843424626,-16888488,27866
1418450563654,-818,-665,-2464,-503,-630,-330,-207484723,-631357085,843237387,-14509920,27871
1418450563654,-810,-670,-2468,-457,-717,-367,-206664191,-631955549,843029073,-12065808,27876
1418450563657,-787,-687,-2496,-398,-792,-397,-205575565,-632652088,842804332,-9611790,27881
1418450563657,-770,-694,-2522,-337,-867,-432,-204213743,-633458427,842554207,-7147245,27886
1418450563663,-733,-680,-2544,-280,-937,-476,-202596522,-634390950,842260344,-4668134,27891
1418450563663,-697,-638,-2542,-225,-1002,-516,-200735004,-635438407,841926503,-2181196,27896
1418450563696,-668,-597,-2561,-170,-1055,-539,-198654884,-636560945,841574611,281347,27901
1418450563696,-641,-556,-2577,-130,-1106,-557,-196385557,-637738209,841211418,2746744,27907
1418450563697,-617,-528,-2570,-100,-1150,-570,-193959828,-638952673,840840827,5222797,27912
1418450563697,-600,-520,-2555,-80,-1189,-590,-191407810,-640213843,840446945,7728113,27917
1418450563701,-571,-510,-2542,-77,-1221,-619,-188776108,-641532355,840009131,10294803,27922
1418450563701,-537,-457,-2527,-75,-1243,-641,-186087433,-642891845,839533507,12905048,27927
1418450563701,-503,-420,-2516,-69,-1258,-637,-183347962,-644235828,839061572,15521140,27932
1418450563701,-488,-405,-2532,-61,-1269,-610,-180565134,-645513981,838630447,18122135,27937
1418450563734,-461,-351,-2505,-72,-1291,-590,-177749078,-646731942,838232083,20773584,27942
1418450563734,-451,-336,-2524,-101,-1294,-558,-174972022,-647855312,837877513,23474752,27947
1418450563739,-460,-327,-2496,-144,-1315,-539,-172219908,-648905652,837551050,26296423,27953
1418450563739,-445,-320,-2494,-183,-1334,-552,-169492291,-649955684,837195605,29240339,27958
1418450563741,-441,-323,-2461,-233,-1353,-578,-166804045,-651029726,836786968,32338558,27963
1418450563743,-437,-318,-2451,-269,-1371,-604,-164135862,-652133492,836324369,35558155,27968
1418450563744,-423,-317,-2404,-292,-1389,-626,-161463921,-653263467,835815225,38867202,27973
1418450563744,-417,-312,-2379,-306,-1411,-628,-158766279,-654378249,835295887,42245247,27978
1418450563774,-420,-300,-2370,-316,-1431,-613,-156041989,-655441494,834795163,45671514,27983
1418450563774,-428,-321,-2359,-329,-1452,-591,-153294874,-656435877,834325114,49150087,27988
1418450563777,-435,-342,-2305,-337,-1476,-577,-150511634,-657380407,833872556,52681257,27993
1418450563777,-440,-366,-2270,-346,-1497,-578,-147700129,-658307815,833409165,56268649,27999
1418450563779,-436,-385,-2246,-353,-1519,-591,-144852197,-659244943,832913985,59914486,28004
1418450563781,-420,-399,-2210,-356,-1543,-608,-141954046,-660201455,832380766,63614882,28009
1418450563782,-411,-400,-2174,-349,-1563,-616,-138997233,-661161391,831824817,67337686,28014
1418450563782,-375,-391,-2127,-334,-1585,-615,-135964494,-662106754,831263966,71063544,28019
1418450563814,-343,-395,-2100,-313,-1603,-602,-132853461,-663013816,830718795,74769155,28024
1418450563814,-316,-381,-2070,-286,-1614,-584,-129670861,-663874560,830196728,78427886,28029
1418450563816,-306,-362,-2021,-260,-1624,-564,-126420532,-664684106,829701279,82037687,28034
1418450563816,-298,-363,-2018,-238,-1631,-545,-123117953,-665443411,829229142,85601234,28039
1418450563822,-299,-338,-1987,-223,-1637,-531,-119777134,-666161244,828769634,89134920,28045
1418450563823,-285,-323,-1974,-215,-1642,-518,-116412366,-666837601,828319506,92650295,28050
1418450563823,-287,-311,-1946,-208,-1645,-505,-113028815,-667472824,827877774,96147862,28055
1418450563823,-282,-300,-1927,-204,-1650,-490,-109630213,-668060742,827447947,99636649,28060
1418450563854,-278,-302,-1891,-206,-1653,-468,-106232856,-668584810,827040328,103124844,28065
1418450563854,-270,-305,-1856,-209,-1658,-443,-102836662,-669037478,826660363,106619056,28070
1418450563856,-252,-327,-1807,-210,-1660,-419,-99444318,-669422445,826306008,110110416,28075
1418450563856,-235,-345,-1760,-210,-1660,-399,-96058288,-669749352,825969593,113597303,28080
1418450563859,-204,-365,-1724,-204,-1653,-382,-92682312,-670028588,825646066,117054515,28086
1418450563859,-174,-383,-1688,-193,-1643,-373,-89310315,-670280290,825322217,120468851,28091
1418450563861,-147,-378,-1665,-175,-1624,-365,-85949323,-670511447,824996945,123808965,28096
1418450563861,-100,-368,-1674,-149,-1603,-358,-82587527,-670727354,824671791,127051398,28101
1418450563890,-83,-359,-1655,-117,-1576,-345,-79226640,-670918964,824359043,130171260,28106
1418450563890,-56,-352,-1645,-82,-1549,-330,-75865638,-671082482,824064641,133160347,28111
1418450563892,-43,-346,-1639,-51,-1519,-314,-72517812,-671216497,823789340,136022823,28116
1418450563892,-30,-341,-1619,-25,-1488,-296,-69196544,-671316319,823536011,138766646,28121
1418450563895,-23,-330,-1609,-2,-1457,-281,-65906569,-671388417,823299176,141399757,28126
1418450563895,-21,-312,-1599,18,-1425,-267,-62651194,-671435178,823077481,143925657,28132
1418450563902,-9,-298,-1567,35,-1397,-257,-59429541,-671464078,822863814,146358369,28137
1418450563902,8,-288,-1562,52,-1368,-248,-56243152,-671478121,822656768,148698309,28142
1418450563935,30,-275,-1527,63,-1341,-242,-53096720,-671482693,822449697,150962685,28147
1418450563935,57,-262,-1495,70,-1314,-231,-49999130,-671466699,822250465,153160819,28152
1418450563940,85,-231,-1471,76,-1288,-222,-46948698,-671434481,822055819,155297433,28157
1418450563940,105,-220,-1448,81,-1255,-210,-43962268,-671383039,821870678,157360183,28162
1418450563942,120,-212,-1439,87,-1216,-197,-41053938,-671313026,821697320,159337426,28167
1418450563942,133,-204,-1421,92,-1177,-183,-38226548,-671222735,821538119,161230877,28172
1418450563945,147,-212,-1426,93,-1138,-164,-35489737,-671101394,821401158,163049200,28178
1418450563945,146,-205,-1423,90,-1102,-143,-32845974,-670943394,821289339,164807257,28183
1418450563965,149,-215,-1434,87,-1068,-123,-30290896,-670750743,821202103,166506800,28188
1418450563965,142,-236,-1421,87,-1034,-103,-27820051,-670524028,821141322,168142817,28193
1418450563967,143,-257,-1413,91,-1004,-83,-25419593,-670261875,821109711,169715089,28198
1418450563967,144,-275,-1407,98,-972,-65,-23086920,-669970239,821105384,171214270,28203
1418450563970,147,-287,-1394,117,-943,-49,-20792980,-669653277,821131027,172619473,28208
1418450563970,139,-300,-1385,150,-909,-33,-18523203,-669314396,821193317,173891261,28213
1418450564002,139,-312,-1378,192,-880,-22,-16249492,-668962712,821288555,175018455,28218
1418450564002,138,-314,-1360,239,-851,-13,-13961248,-668602877,821415863,175990797,28224
1418450564005,137,-310,-1354,291,-823,-8,-11644959,-668243392,821570947,176798890,28229
1418450564005,138,-308,-1328,344,-792,-6,-9303580,-667892247,821749310,177434402,28234
1418450564007,148,-297,-1335,397,-761,-1,-6938616,-667542543,821956477,177898466,28239
1418450564007,147,-286,-1333,446,-731,1,-4552033,-667200386,822185552,178200299,28244
1418450564010,138,-266,-1338,488,-702,3,-2155225,-666864843,822433618,178356622,28249
1418450564010,134,-250,-1357,520,-674,5,236105,-666535313,822696367,178389503,28254
1418450564043,132,-229,-1347,547,-652,9,2625382,-666204391,822975107,178320767,28259
1418450564043,144,-221,-1336,569,-634,16,5011602,-665863446,823272692,178169403,28264
1418450564046,152,-199,-1335,584,-616,26,7381227,-665505651,823590887,177953091,28270
1418450564046,164,-196,-1320,591,-597,39,9717128,-665125282,823931547,177685811,28275
1418450564048,180,-190,-1304,592,-579,51,12010281,-664723805,824290014,177385160,28280
1418450564048,191,-172,-1299,588,-558,63,14245871,-664302934,824664170,177056991,28285
1418450564073,205,-159,-1267,577,-537,77,16411009,-663858939,825054724,176715012,28290
1418450564073,206,-157,-1265,564,-513,94,18494180,-663386718,825466270,176360345,28295
1418450564100,216,-144,-1249,551,-487,111,20488837,-662887282,825899635,175988512,28300
1418450564100,215,-146,-1243,534,-458,127,22383588,-662364850,826351467,175603357,28305
1418450564102,218,-133,-1236,514,-432,145,24176606,-661813741,826824334,175217263,28310
1418450564102,221,-128,-1228,490,-408,163,25866836,-661233814,827316522,174841724,28316
1418450564112,217,-143,-1237,465,-388,180,27461248,-660625550,827825826,174486874,28321
1418450564112,222,-151,-1221,436,-367,196,28948822,-659991804,828349201,174160532,28326
1418450564113,241,-162,-1230,407,-348,214,30334659,-659327525,828889987,173867526,28331
1418450564113,243,-159,-1244,376,-328,231,31614513,-658635822,829445681,173610899,28336
1418450564120,249,-172,-1237,350,-307,246,32795367,-657921621,830015761,173375161,28341
1418450564120,260,-175,-1229,321,-291,262,33881911,-657180424,830600153,173178511,28346
1418450564137,264,-172,-1199,289,-274,275,34869395,-656419955,831192373,173025178,28351
1418450564137,274,-173,-1208,252,-256,286,35747834,-655645752,831786904,172924239,28356
1418450564139,269,-181,-1196,217,-234,296,36512367,-654861941,832383547,172863591,28362
1418450564139,285,-194,-1180,180,-216,306,37166658,-654066778,832981322,172855176,28367
1418450564142,282,-203,-1168,139,-198,315,37705936,-653262911,833576315,172909987,28372
1418450564142,285,-206,-1142,93,-179,327,38116464,-652444829,834172015,173035936,28377
1418450564144,289,-211,-1152,54,-158,338,38407678,-651615113,834769946,173214428,28382
1418450564144,285,-212,-1152,18,-136,352,38580892,-650767395,835376956,173436325,28387
1418450564152,302,-228,-1153,-7,-117,367,38657124,-649897531,835999234,173682504,28392
1418450564152,314,-246,-1162,-27,-102,384,38657864,-648997823,836641993,173951361,28397
1418450564184,319,-271,-1168,-40,-84,400,38588323,-648071095,837307078,174221582,28402
1418450564184,338,-287,-1174,-50,-66,416,38452516,-647116813,837995880,174486802,28408
1418450564187,355,-302,-1167,-53,-44,434,38254672,-646131782,838715100,174724895,28413
1418450564187,378,-322,-1171,-50,-20,448,38002483,-645125145,839460677,174918934,28418
1418450564189,397,-346,-1191,-42,5,460,37701574,-644101338,840230960,175058553,28423
1418450564189,416,-357,-1199,-27,30,474,37363859,-643055002,841033145,175125558,28428
1418450564192,419,-366,-1200,-10,63,490,36974911,-641985328,841872169,175101259,28433
1418450564192,429,-383,-1210,7,97,512,36532207,-640878632,842758816,174983027,28438
1418450564224,443,-403,-1227,28,133,534,36034027,-639735739,843694385,174759904,28443
1418450564224,447,-426,-1248,46,166,555,35482447,-638557572,844675108,174443948,28449
1418450564227,450,-442,-1259,62,197,575,34877706,-637345371,845698034,174042415,28454
1418450564227,446,-453,-1276,77,225,596,34224811,-636095465,846763728,173562424,28459
1418450564229,453,-459,-1282,91,254,616,33519837,-634810530,847869913,173003260,28464
1418450564229,435,-465,-1283,106,281,638,32769503,-633484862,849019572,172366939,28469
1418450564232,444,-480,-1289,125,306,657,31983980,-632123621,850209333,171645994,28474
1418450564232,446,-483,-1290,150,335,671,31168419,-630739101,851432918,170822148,28479
1418450564263,452,-491,-1291,176,360,679,30336393,-629342980,852680078,169897931,28484
1418450564263,452,-497,-1314,201,391,682,29474729,-627949136,853942003,168865879,28489
1418450564266,433,-497,-1321,226,423,680,28582636,-626569309,855210265,167722520,28495
1418450564266,425,-475,-1354,250,458,674,27651891,-625213846,856477897,166463620,28500
1418450564268,414,-480,-1372,273,491,664,26689467,-623891426,857737264,165092254,28505
1418450564268,400,-471,-1406,293,515,651,25709880,-622604444,858981051,163633030,28510
1418450564271,414,-338,-1396,285,537,645,24668670,-621338176,860208487,162151753,28515
1418450564271,401,-383,-1606,248,601,708,23403779,-619956400,861523123,160641648,28520
1418450564303,397,-493,-1544,220,581,735,22121725,-618501643,862864423,159225751,28525
1418450564303,362,-666,-1460,280,528,710,21063355,-617072251,864180744,157769828,28530
1418450564305,348,-768,-1439,327,552,629,20045903,-615829681,865379522,156178596,28535
1418450564306,363,-758,-1508,362,602,514,19010183,-614865897,866401797,154427887,28541
1418450564308,375,-639,-1559,370,629,385,17980560,-614207960,867212979,152605489,28546
1418450564308,410,-477,-1575,376,645,298,16968982,-613756674,867881233,150726468,28551
1418450564310,455,-349,-1629,373,683,306,15876783,-613302385,868558850,148778833,28556
1418450564311,467,-299,-1696,356,711,410,14664637,-612618589,869395993,146818004,28561
1418450564343,424,-371,-1756,332,716,543,13354740,-611627054,870435814,144903409,28566
1418450564343,368,-462,-1718,304,696,628,12003722,-610426449,871597304,143091247,28571
1418450564345,323,-565,-1718,290,677,648,10655045,-609166669,872779668,141349196,28576
1418450564346,303,-623,-1675,294,666,599,9345648,-608010780,873878140,139621103,28581
1418450564348,307,-639,-1674,313,687,527,8039468,-607025067,874861982,137818544,28587
1418450564348,315,-617,-1676,336,719,462,6719594,-606198327,875744325,135911067,28592
1418450564350,320,-573,-1701,360,742,411,5406178,-605495310,876547996,133907880,28597
1418450564351,328,-537,-1735,392,753,387,4131344,-604848948,877319242,131807189,28602
1418450564383,355,-489,-1776,421,749,383,2917809,-604207185,878088737,129641192,28607
1418450564383,357,-472,-1789,438,746,395,1741095,-603533346,878877664,127436358,28612
1418450564385,371,-454,-1822,433,746,414,551819,-602811499,879689748,125241537,28617
1418450564385,382,-435,-1842,405,751,425,-694561,-602062132,880504368,123102683,28622
1418450564388,368,-426,-1858,362,755,430,-2017863,-601298841,881307216,121056712,28627
1418450564388,363,-435,-1872,319,758,435,-3418820,-600520941,882098908,119104721,28633
1418450564390,359,-456,-1876,282,757,439,-4878298,-599729292,882879892,117241550,28638
1418450564391,343,-513,-1901,248,755,440,-6388813,-598930478,883646525,115463370,28643
1418450564423,337,-541,-1896,221,747,419,-7921882,-598174110,884366324,113765942,28648
1418450564423,334,-523,-1890,191,744,389,-9488355,-597483378,885024337,112147275,28653
1418450564425,342,-474,-1891,165,750,382,-11106532,-596807473,885658687,110578842,28658
1418450564425,334,-432,-1906,145,753,413,-12767686,-596056323,886331743,109047658,28663
1418450564428,330,-395,-1901,136,748,477,-14446946,-595149602,887099330,107538466,28668
1418450564428,319,-378,-1903,123,734,563,-16135361,-594032137,887994963,106075076,28673
1418450564430,312,-379,-1864,113,712,649,-17810899,-592701043,889019240,104663945,28679
1418450564431,300,-371,-1835,93,698,725,-19506039,-591181025,890152328,103319153,28684
1418450564463,293,-379,-1836,71,703,792,-21265950,-589497974,891377886,102014064,28689
1418450564463,273,-409,-1824,43,708,842,-23095507,-587691099,892666638,100764823,28694
