run_id,status,start_time,end_time,metrics.val_acc,metrics.train_loss,metrics.held_out_accuracy,metrics.train_acc,metrics.val_loss,params.batch_size,params.seed,params.epochs,params.depth,params.img_size,params.attn_heads,params.model,params.device,params.lr,params.embed_dim,params.num_classes
6e03a5e093e7421e92e0b55a5eb2149f,FINISHED,2026-07-18 16:25:25.623000+00:00,2026-07-18 16:26:27.314000+00:00,0.9516666666666667,0.20241457443063457,0.9516666666666667,0.9258333333333333,0.12528242604186138,32,7331,5,3,64,6,pytorch_cnn_vit_hybrid,cuda,0.001,768,2
86ae421e7dd0436da279384e23f554f7,FINISHED,2026-07-18 16:23:47.730000+00:00,2026-07-18 16:25:15.136000+00:00,0.9941666666666666,0.01167123158857545,0.9941666666666666,0.9964583333333333,0.014989189960760995,128,42,20,,64,,pytorch_cnn,cuda,0.001,,2
